url,ad_id,Type,Title,location,Price,Land_Size,Buildup(Sqr.Ft.),Floor,Living_Room,Bedroom,Bathroom,Kitchen,Furnishing,Road_Type,Road_Size
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-On-Sale-at-Kapan-Police-Station-in-Nepal/B6533307-4599-8695-E667-932436369BDA,HB-B65333,House - Individual,"Brand New House On Sale at Kapan, Police Station","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,75,00,000",3,1200,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kapan-Paiyatar-in-Nepal/38E48E11-BAA7-6BBC-BE38-3D221C0A78F5,HB-38E48E,House - Individual,"House For Sale at Kapan, Paiyatar","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,90,00,000",3,1200,1,2,8,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Semi-Commercial-House-For-Sale-at-Kapan-in-Nepal/BEA6E5E6-9683-2D88-0B52-76F693920F60,HB-BEA6E5,House - Individual,Semi Commercial House For Sale at Kapan,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 1,60,00,000",3,1200,2,1,3,3,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/New-House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/AEB00511-A7FE-8606-3D52-C319E608C28D,HB-AEB005,House - Individual,"New House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,70,00,000",3,1200,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/8B097A76-579C-3E0C-03D5-60C8B85A2E18,HB-8B097A,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",3,1200,3,2,8,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kapan-Paiyatar-in-Nepal/38E48E11-BAA7-6BBC-BE38-3D221C0A78F5,HB-38E48E,House - Individual,"House For Sale at Kapan, Paiyatar","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,90,00,000",3,1200,1,2,8,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/Semi-Commercial-House-For-Sale-at-Kapan-in-Nepal/BEA6E5E6-9683-2D88-0B52-76F693920F60,HB-BEA6E5,House - Individual,Semi Commercial House For Sale at Kapan,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 1,60,00,000",3,1200,2,1,3,3,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/New-House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/AEB00511-A7FE-8606-3D52-C319E608C28D,HB-AEB005,House - Individual,"New House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,70,00,000",3,1200,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/8B097A76-579C-3E0C-03D5-60C8B85A2E18,HB-8B097A,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",3,1200,3,2,8,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Commercial-House-For-Sale-at-Kapan-in-Nepal/BEA6E5E6-9683-2D88-0B52-76F693920F60,HB-BEA6E5,House - Individual,Semi Commercial House For Sale at Kapan,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 1,60,00,000",3,1200,2,1,3,3,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/New-House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/AEB00511-A7FE-8606-3D52-C319E608C28D,HB-AEB005,House - Individual,"New House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,70,00,000",3,1200,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/8B097A76-579C-3E0C-03D5-60C8B85A2E18,HB-8B097A,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",3,1200,3,2,8,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Commercial-Building-On-Sale-at-Baluwakhani-in-Nepal/92F34E01-2362-901C-3738-683DE86CD44E,HB-92F34E,House - Semi Commercial,Semi Commercial Building On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/New-House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/AEB00511-A7FE-8606-3D52-C319E608C28D,HB-AEB005,House - Individual,"New House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,70,00,000",3,1200,3,3,6,3,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/8B097A76-579C-3E0C-03D5-60C8B85A2E18,HB-8B097A,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",3,1200,3,2,8,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,,,,,,,,,,,,,,,
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Commercial-Building-On-Sale-at-Baluwakhani-in-Nepal/92F34E01-2362-901C-3738-683DE86CD44E,HB-92F34E,House - Semi Commercial,Semi Commercial Building On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/108F00A5-9F8C-5078-AADE-4D2796AFA3F0,HB-108F00,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/8B097A76-579C-3E0C-03D5-60C8B85A2E18,HB-8B097A,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",3,1200,3,2,8,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Commercial-Building-On-Sale-at-Baluwakhani-in-Nepal/92F34E01-2362-901C-3738-683DE86CD44E,HB-92F34E,House - Semi Commercial,Semi Commercial Building On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/108F00A5-9F8C-5078-AADE-4D2796AFA3F0,HB-108F00,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Aakashedhara-Kapan-in-Nepal/7818B3F9-1565-CC1B-4AB1-6DB71A671AC4,HB-7818B3,House - Individual,"House For Sale at Aakashedhara, Kapan","सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,80,00,000",3,1200,3,2,8,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Kharibot-Kapan-in-Nepal/AB6567B7-6C28-5217-EC02-B45A4267730C,HB-AB6567,House - Individual,"House For Sale at Kharibot, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,70,00,000",4,1500,1,1,2,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Semi-Commercial-Building-On-Sale-at-Baluwakhani-in-Nepal/92F34E01-2362-901C-3738-683DE86CD44E,HB-92F34E,House - Semi Commercial,Semi Commercial Building On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Baluwakhani-Kapan-in-Nepal/108F00A5-9F8C-5078-AADE-4D2796AFA3F0,HB-108F00,House - Individual,"House On Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,50,00,000",4,1500,3,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Aakashedhara-Kapan-in-Nepal/7818B3F9-1565-CC1B-4AB1-6DB71A671AC4,HB-7818B3,House - Individual,"House For Sale at Aakashedhara, Kapan","सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 1,80,00,000",3,1200,3,2,8,4,3,,Pitched,3
https://hamrobazaar.com/for-sale-house/House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/94E08615-3A17-C943-E121-D242990E8218,HB-94E086,House - Individual,"House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,10,00,000",4,1500,1,1,3,1,1,,Pitched,1
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Baluwakhani-in-Nepal/BB726FB4-978C-FBE0-41A6-065AB946D355,HB-BB726F,House - Individual,Brand New Semi Bunglow On Sale at Baluwakhani,"Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 4,40,00,000",5,1500,4,2,6,3,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-Semi-Bunglow-On-Sale-at-Aakashedhara-in-Nepal/87FFCC82-A1B4-0726-B70D-DA48B361AC9E,HB-87FFCC,Bunglow,Brand New Semi Bunglow On Sale at Aakashedhara,"सर राज बहादुर रोड, Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 3,85,00,000",5,1500,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-on-Sale-Sital-Height-Lalitpur-in-Lalitpur/1C29A891-C081-1A78-AF08-7327D10AAABD,HB-1C29A8,HouseIndividual,"House on Sale- Sital Height, Lalitpur","Imadol (Mahalaxmi), Lalitpur","रू. 3,95,00,000",4 Anna,00,3.5,2,5(3Attached),6,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/Brand-New-House-For-Sale-at-Baluwakhani-Kapan-in-Nepal/5366D193-84C7-128C-CF2D-A92EE4352BBD,HB-5366D1,House - Individual,"Brand New House For Sale at Baluwakhani, Kapan","Budhanilkantha-11, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44622, नेपाल","रू. 2,15,00,000",3,1200,3,2,6,2,2,,Pitched,2
https://hamrobazaar.com/for-sale-house/House-On-Sale-at-Aakashedhara-Kapan-in-Nepal/52CD3A94-0100-7C55-FD36-AEE0BA98BA4C,HB-52CD3A,House - Individual,"House On Sale at Aakashedhara, Kapan","Aakashedhara, Budhanilkantha-10, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 13958, नेपाल","रू. 2,90,00,000",4,1500,3,2,9,4,2,,Pitched,2
