,categoryName,createdOn,id,name,price,location.locationDescription,location.locationLatitude,location.locationLongitude
0,For Sale - House,2024-08-06T07:56:17,7457D719-B0A1-5788-8841-0B7A8CAD362D,"House On Sale at Samakhusi, Town Planning",39900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
1,For Sale - House,2024-08-06T07:54:04,97D0D99E-E77A-CB1F-9CC0-F3707DE85A7B,"New House On Sale at Samakhusi, Near Chowk",55000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
2,For Sale - House,2024-08-06T07:53:05,06005955-E397-F74D-70DF-5EA1424FC88C,House on Sale -Imadol sethi Pakha ,49000000,"Imadol (Mahalaxmi), Lalitpur",27.656401,85.342003
3,For Sale - House,2024-08-06T07:50:36,AE6A9E1B-48DE-6AD1-17E1-7E8DB45DDCAD,Commercial Building For Sale at Samakhusi,160000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
4,For Sale - House,2024-08-06T07:48:20,5A7384A6-5852-B529-FA0F-BD78EAD5295B,"Brand New House On Sale at Tokha, Dhaneshwor",16000000,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",27.7789,85.331703
5,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
6,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
7,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
8,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
9,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
10,For Sale - House,2024-08-06T07:56:17,7457D719-B0A1-5788-8841-0B7A8CAD362D,"House On Sale at Samakhusi, Town Planning",39900000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
11,For Sale - House,2024-08-06T07:54:04,97D0D99E-E77A-CB1F-9CC0-F3707DE85A7B,"New House On Sale at Samakhusi, Near Chowk",55000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
12,For Sale - House,2024-08-06T07:53:05,06005955-E397-F74D-70DF-5EA1424FC88C,House on Sale -Imadol sethi Pakha ,49000000,"Imadol (Mahalaxmi), Lalitpur",27.656401,85.342003
13,For Sale - House,2024-08-06T07:50:36,AE6A9E1B-48DE-6AD1-17E1-7E8DB45DDCAD,Commercial Building For Sale at Samakhusi,160000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
14,For Sale - House,2024-08-06T07:48:20,5A7384A6-5852-B529-FA0F-BD78EAD5295B,"Brand New House On Sale at Tokha, Dhaneshwor",16000000,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",27.7789,85.331703
15,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
16,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
17,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
18,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
19,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
20,For Sale - House,2024-08-06T07:53:05,06005955-E397-F74D-70DF-5EA1424FC88C,House on Sale -Imadol sethi Pakha ,49000000,"Imadol (Mahalaxmi), Lalitpur",27.656401,85.342003
21,For Sale - House,2024-08-06T07:50:36,AE6A9E1B-48DE-6AD1-17E1-7E8DB45DDCAD,Commercial Building For Sale at Samakhusi,160000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
22,For Sale - House,2024-08-06T07:48:20,5A7384A6-5852-B529-FA0F-BD78EAD5295B,"Brand New House On Sale at Tokha, Dhaneshwor",16000000,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",27.7789,85.331703
23,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
24,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
25,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
26,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
27,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
28,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
29,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
30,For Sale - House,2024-08-06T07:50:36,AE6A9E1B-48DE-6AD1-17E1-7E8DB45DDCAD,Commercial Building For Sale at Samakhusi,160000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
31,For Sale - House,2024-08-06T07:48:20,5A7384A6-5852-B529-FA0F-BD78EAD5295B,"Brand New House On Sale at Tokha, Dhaneshwor",16000000,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",27.7789,85.331703
32,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
33,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
34,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
35,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
36,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
37,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
38,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
39,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
40,For Sale - House,2024-08-06T07:48:20,5A7384A6-5852-B529-FA0F-BD78EAD5295B,"Brand New House On Sale at Tokha, Dhaneshwor",16000000,"टोखा चण्डेश्वरि, Tokha-02, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",27.7789,85.331703
41,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
42,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
43,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
44,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
45,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
46,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
47,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
48,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
49,For Sale - House,2024-08-06T07:18:31,DF7B20F9-C8E2-A5DB-0490-752811C14FDD, House with Free Nexon EV Max in Chandragiri!,30000000,"chandagiri, Chandragiri, Kathmandu",27.6903,85.220497
50,For Sale - House,2024-08-06T07:45:37,B2792969-B466-7A7C-A6A4-C326584BB262,"House For Sale at Samakhusi, Near Chowk",28000000,"Tilintar, बसुन्धरा चौकी, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.7313,85.319099
51,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
52,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
53,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
54,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
55,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
56,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
57,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
58,For Sale - House,2024-08-06T07:18:31,DF7B20F9-C8E2-A5DB-0490-752811C14FDD, House with Free Nexon EV Max in Chandragiri!,30000000,"chandagiri, Chandragiri, Kathmandu",27.6903,85.220497
59,For Sale - House,2024-08-06T07:13:57,51555C2A-D1C9-AE24-540E-B375E4334030,FOR SALE HOUSE 4 AANA 3 PAISA AT NAKHIPOT,49900000,"Nakhipot, Lalitpur",27.689634,85.298599
60,For Sale - House,2024-08-06T07:43:49,2D9C5F19-5205-4776-60FC-04604E469689,"House On Sale at Basundhara, Dhapasi",33000000,"212 Dhapasi Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.743191,85.334007
61,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
62,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
63,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
64,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
65,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
66,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
67,For Sale - House,2024-08-06T07:18:31,DF7B20F9-C8E2-A5DB-0490-752811C14FDD, House with Free Nexon EV Max in Chandragiri!,30000000,"chandagiri, Chandragiri, Kathmandu",27.6903,85.220497
68,For Sale - House,2024-08-06T07:13:57,51555C2A-D1C9-AE24-540E-B375E4334030,FOR SALE HOUSE 4 AANA 3 PAISA AT NAKHIPOT,49900000,"Nakhipot, Lalitpur",27.689634,85.298599
69,For Sale - House,2024-08-06T07:12:45,7012251B-346D-1A18-C57C-79771DBF0791,"House On Sale at Samakhusi, Near Chowk",39000000,"बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.727301,85.317497
70,For Sale - House,2024-08-06T07:40:22,5A8BBAB0-CD89-4445-BE44-D1B7488F7338,"House On Sale at Basundhara, Dhapasi",20000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
71,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
72,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
73,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
74,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
75,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
76,For Sale - House,2024-08-06T07:18:31,DF7B20F9-C8E2-A5DB-0490-752811C14FDD, House with Free Nexon EV Max in Chandragiri!,30000000,"chandagiri, Chandragiri, Kathmandu",27.6903,85.220497
77,For Sale - House,2024-08-06T07:13:57,51555C2A-D1C9-AE24-540E-B375E4334030,FOR SALE HOUSE 4 AANA 3 PAISA AT NAKHIPOT,49900000,"Nakhipot, Lalitpur",27.689634,85.298599
78,For Sale - House,2024-08-06T07:12:45,7012251B-346D-1A18-C57C-79771DBF0791,"House On Sale at Samakhusi, Near Chowk",39000000,"बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.727301,85.317497
79,For Sale - House,2024-08-06T07:10:24,19970E47-C36D-5167-30D8-3E17E4C20449,"House For Sale at Samakhusi, Near Chowk",37000000,"बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.727301,85.317497
80,For Sale - House,2024-08-06T07:38:22,A22F20AC-D38F-406B-4F6C-ACEE79A5A656,Beautiful House For Sale at Tokha,23500000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
81,For Sale - House,2024-08-06T07:36:12,10B9ADB0-B00E-D242-9F99-D6386967ACE9,House for sale At Bistachap,9500000,"Godawari - Bisankhunarayan Road, Bisankhunarayan, Godawari-02, Godawari, ललितपुर, बाग्मती प्रदेश, 44709, नेपाल",27.6091,85.371803
82,For Sale - House,2024-08-06T07:36:02,0E627C51-161D-EF1F-B4C9-2FB8AA9A55E7,Bunglow House For Sale at Basundhara,50000000,"नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",27.7425,85.334297
83,For Sale - House,2024-08-06T07:33:26,215243F6-39C9-B2D3-D1EC-7C04261F8B83,"House For Sale at Tokha, Megacity Height",19000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
84,For Sale - House,2024-08-06T07:24:05,1E45601E-2A07-659E-7425-69A2C5320EB2,"House For Sale at Tokha, Sudarshan Height",20000000,"NH40, टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44608, नेपाल",27.7701,85.329102
85,For Sale - House,2024-08-06T07:18:31,DF7B20F9-C8E2-A5DB-0490-752811C14FDD, House with Free Nexon EV Max in Chandragiri!,30000000,"chandagiri, Chandragiri, Kathmandu",27.6903,85.220497
86,For Sale - House,2024-08-06T07:13:57,51555C2A-D1C9-AE24-540E-B375E4334030,FOR SALE HOUSE 4 AANA 3 PAISA AT NAKHIPOT,49900000,"Nakhipot, Lalitpur",27.689634,85.298599
87,For Sale - House,2024-08-06T07:12:45,7012251B-346D-1A18-C57C-79771DBF0791,"House On Sale at Samakhusi, Near Chowk",39000000,"बाल कुमारी मार्ग, लइनचौर, Kathmandu-26, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",27.727301,85.317497
